date,time,temp,dewpoint,humidity,wind,windspeed,windgust,pressurre,precip,condit
3/10/19,7:50 AM,43 å¡F,41 å¡F,93%,SE,6 mph,0 mph,29.51 in,0.0 in,Rain
3/10/19,8:20 AM,43 å¡F,43 å¡F,100%,SSE,9 mph,0 mph,29.48 in,0.0 in,Light Rain
3/10/19,8:50 AM,45 å¡F,43 å¡F,93%,S,7 mph,0 mph,29.48 in,0.0 in,Rain
3/10/19,9:20 AM,48 å¡F,48 å¡F,100%,SW,13 mph,0 mph,29.45 in,0.0 in,Rain
3/10/19,9:50 AM,52 å¡F,48 å¡F,88%,WSW,23 mph,37 mph,29.45 in,0.0 in,Mostly Cloudy / Windy
3/10/19,9:20 AM,52 å¡F,48 å¡F,88%,WSW,20 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy
3/10/19,9:50 AM,52 å¡F,46 å¡F,82%,WSW,23 mph,0 mph,29.45 in,0.0 in,Light Rain / Windy
3/10/19,10:20 AM,50 å¡F,48 å¡F,94%,WSW,22 mph,0 mph,29.45 in,0.0 in,Light Rain / Windy
3/10/19,10:50 AM,52 å¡F,46 å¡F,82%,WSW,22 mph,33 mph,29.42 in,0.0 in,Mostly Cloudy / Windy
3/10/19,11:20 AM,54 å¡F,46 å¡F,77%,WSW,25 mph,38 mph,29.42 in,0.0 in,Partly Cloudy / Windy
3/10/19,11:50 AM,52 å¡F,46 å¡F,82%,WSW,22 mph,33 mph,29.42 in,0.0 in,Mostly Cloudy / Windy
3/10/19,12:20 PM,52 å¡F,43 å¡F,71%,WSW,31 mph,45 mph,29.42 in,0.0 in,Mostly Cloudy / Windy
3/10/19,12:50 PM,50 å¡F,43 å¡F,76%,WSW,30 mph,52 mph,29.42 in,0.0 in,Light Rain Shower / Windy
3/10/19,1:20 PM,50 å¡F,45 å¡F,82%,WSW,28 mph,44 mph,29.45 in,0.0 in,Light Rain Shower / Windy
3/10/19,1:50 PM,52 å¡F,43 å¡F,71%,WSW,28 mph,40 mph,29.45 in,0.0 in,Mostly Cloudy / Windy
3/10/19,2:20 PM,54 å¡F,39 å¡F,58%,W,41 mph,59 mph,29.51 in,0.0 in,Mostly Cloudy / Windy
3/10/19,2:50 PM,52 å¡F,36 å¡F,54%,W,41 mph,60 mph,29.57 in,0.0 in,Mostly Cloudy / Windy
3/10/19,3:20 PM,50 å¡F,34 å¡F,54%,W,45 mph,59 mph,29.60 in,0.0 in,Mostly Cloudy / Windy
3/10/19,3:50 PM,50 å¡F,34 å¡F,54%,WNW,40 mph,59 mph,29.63 in,0.0 in,Mostly Cloudy / Windy
3/10/19,4:20 PM,48 å¡F,36 å¡F,62%,W,33 mph,46 mph,29.66 in,0.0 in,Mostly Cloudy / Windy
3/10/19,4:50 PM,43 å¡F,39 å¡F,87%,WNW,26 mph,48 mph,29.69 in,0.0 in,Rain Shower / Windy
3/10/19,5:20 PM,45 å¡F,39 å¡F,81%,W,26 mph,39 mph,29.69 in,0.0 in,Partly Cloudy / Windy
3/10/19,5:50 PM,46 å¡F,37 å¡F,71%,WNW,26 mph,40 mph,29.72 in,0.0 in,Fair / Windy
3/10/19,6:20 PM,46 å¡F,36 å¡F,66%,WNW,25 mph,38 mph,29.75 in,0.0 in,Fair / Windy
3/10/19,6:50 PM,45 å¡F,36 å¡F,71%,WNW,21 mph,35 mph,29.75 in,0.0 in,Mostly Cloudy / Windy
3/10/19,7:20 PM,43 å¡F,36 å¡F,76%,W,21 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy / Windy
3/10/19,7:50 PM,43 å¡F,30 å¡F,61%,W,16 mph,32 mph,29.78 in,0.0 in,Fair
3/10/19,8:20 PM,41 å¡F,30 å¡F,65%,WSW,13 mph,0 mph,29.81 in,0.0 in,Fair
3/10/19,8:50 PM,43 å¡F,36 å¡F,76%,WSW,15 mph,0 mph,29.81 in,0.0 in,Fair
3/10/19,9:20 PM,43 å¡F,32 å¡F,66%,W,18 mph,0 mph,29.83 in,0.0 in,Fair
3/10/19,9:50 PM,45 å¡F,32 å¡F,61%,W,22 mph,0 mph,29.83 in,0.0 in,Showers in the Vicinity
3/10/19,10:20 PM,45 å¡F,30 å¡F,57%,W,18 mph,0 mph,29.83 in,0.0 in,Showers in the Vicinity
3/10/19,10:50 PM,43 å¡F,32 å¡F,66%,W,18 mph,0 mph,29.83 in,0.0 in,Fair
3/10/19,11:20 PM,43 å¡F,30 å¡F,61%,W,18 mph,0 mph,29.86 in,0.0 in,Fair
3/10/19,11:50 PM,43 å¡F,30 å¡F,61%,WSW,14 mph,0 mph,29.83 in,0.0 in,Fair
3/10/19,12:20 AM,43 å¡F,30 å¡F,61%,WSW,15 mph,0 mph,29.83 in,0.0 in,Light Rain Shower
3/10/19,12:50 AM,37 å¡F,36 å¡F,93%,W,16 mph,0 mph,29.83 in,0.0 in,Partly Cloudy
3/11/19,1:20 AM,39 å¡F,36 å¡F,87%,W,10 mph,0 mph,29.83 in,0.0 in,Thunder in the Vicinity
3/11/19,1:50 AM,39 å¡F,34 å¡F,81%,W,15 mph,0 mph,29.83 in,0.0 in,Thunder in the Vicinity
3/11/19,2:20 AM,39 å¡F,34 å¡F,81%,W,13 mph,0 mph,29.83 in,0.0 in,Fair
3/11/19,2:50 AM,41 å¡F,36 å¡F,81%,WSW,13 mph,0 mph,29.83 in,0.0 in,Fair
3/11/19,3:20 AM,41 å¡F,34 å¡F,76%,W,18 mph,0 mph,29.83 in,0.0 in,Partly Cloudy
3/11/19,3:50 AM,41 å¡F,30 å¡F,65%,W,21 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy / Windy
3/11/19,4:20 AM,39 å¡F,32 å¡F,75%,W,14 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy
3/11/19,4:50 AM,39 å¡F,32 å¡F,75%,W,18 mph,0 mph,29.83 in,0.0 in,Fair
3/11/19,5:20 AM,39 å¡F,30 å¡F,70%,W,18 mph,0 mph,29.83 in,0.0 in,Fair
3/11/19,5:50 AM,39 å¡F,30 å¡F,70%,W,17 mph,0 mph,29.83 in,0.0 in,Fair
3/11/19,6:20 AM,39 å¡F,28 å¡F,65%,W,20 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy
3/11/19,6:50 AM,39 å¡F,32 å¡F,75%,WSW,20 mph,0 mph,29.86 in,0.0 in,Light Rain Shower
3/11/19,7:20 AM,39 å¡F,30 å¡F,70%,W,17 mph,0 mph,29.86 in,0.0 in,Light Rain Shower
3/11/19,7:50 AM,37 å¡F,32 å¡F,81%,W,20 mph,0 mph,29.86 in,0.0 in,Partly Cloudy
3/11/19,8:20 AM,37 å¡F,32 å¡F,81%,W,15 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy
3/11/19,8:50 AM,37 å¡F,32 å¡F,81%,W,20 mph,0 mph,29.89 in,0.0 in,Showers in the Vicinity
3/11/19,9:20 AM,37 å¡F,32 å¡F,81%,W,20 mph,0 mph,29.92 in,0.0 in,Light Rain Shower
3/11/19,9:50 AM,37 å¡F,32 å¡F,81%,W,23 mph,0 mph,29.92 in,0.0 in,Light Rain Shower / Windy
3/11/19,10:20 AM,39 å¡F,36 å¡F,87%,W,14 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy
3/11/19,10:50 AM,39 å¡F,34 å¡F,81%,W,14 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
3/11/19,11:20 AM,41 å¡F,34 å¡F,76%,WNW,20 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
3/11/19,11:50 AM,43 å¡F,32 å¡F,66%,WNW,22 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy / Windy
3/11/19,12:20 PM,43 å¡F,34 å¡F,70%,WNW,22 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy / Windy
3/11/19,12:50 PM,43 å¡F,32 å¡F,66%,WNW,22 mph,33 mph,29.98 in,0.0 in,Mostly Cloudy / Windy
3/11/19,1:20 PM,45 å¡F,32 å¡F,61%,WNW,25 mph,37 mph,30.01 in,0.0 in,Mostly Cloudy / Windy
3/11/19,1:50 PM,45 å¡F,32 å¡F,61%,WNW,22 mph,33 mph,30.01 in,0.0 in,Mostly Cloudy / Windy
3/11/19,2:20 PM,45 å¡F,32 å¡F,61%,WNW,22 mph,35 mph,30.04 in,0.0 in,Mostly Cloudy / Windy
3/11/19,2:50 PM,46 å¡F,32 å¡F,57%,WNW,24 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy / Windy
3/11/19,3:20 PM,45 å¡F,34 å¡F,66%,WNW,24 mph,36 mph,30.07 in,0.0 in,Light Rain Shower / Windy
3/11/19,3:50 PM,45 å¡F,36 å¡F,71%,WNW,16 mph,0 mph,30.07 in,0.0 in,Partly Cloudy
3/11/19,4:20 PM,46 å¡F,32 å¡F,57%,WNW,20 mph,32 mph,30.10 in,0.0 in,Fair
3/11/19,4:50 PM,46 å¡F,32 å¡F,57%,WNW,23 mph,36 mph,30.10 in,0.0 in,Partly Cloudy / Windy
3/11/19,5:20 PM,45 å¡F,32 å¡F,61%,WNW,22 mph,0 mph,30.10 in,0.0 in,Fair / Windy
3/11/19,5:50 PM,45 å¡F,32 å¡F,61%,WNW,18 mph,0 mph,30.10 in,0.0 in,Mostly Cloudy
3/11/19,6:20 PM,45 å¡F,32 å¡F,61%,WNW,17 mph,0 mph,30.13 in,0.0 in,Showers in the Vicinity
3/11/19,6:50 PM,43 å¡F,34 å¡F,70%,WNW,18 mph,0 mph,30.13 in,0.0 in,Showers in the Vicinity
3/11/19,7:20 PM,43 å¡F,34 å¡F,70%,W,15 mph,0 mph,30.13 in,0.0 in,Fair
3/11/19,7:50 PM,43 å¡F,32 å¡F,66%,W,17 mph,0 mph,30.13 in,0.0 in,Fair
3/11/19,8:20 PM,43 å¡F,32 å¡F,66%,W,13 mph,0 mph,30.16 in,0.0 in,Fair
3/11/19,8:50 PM,43 å¡F,32 å¡F,66%,W,12 mph,0 mph,30.16 in,0.0 in,Light Rain Shower
3/11/19,9:20 PM,43 å¡F,32 å¡F,66%,WSW,10 mph,0 mph,30.16 in,0.0 in,Fair
3/11/19,9:50 PM,43 å¡F,32 å¡F,66%,WSW,10 mph,0 mph,30.16 in,0.0 in,Fair
3/11/19,10:20 PM,43 å¡F,32 å¡F,66%,WSW,9 mph,0 mph,30.16 in,0.0 in,Fair
3/11/19,10:50 PM,43 å¡F,30 å¡F,61%,WSW,8 mph,0 mph,30.16 in,0.0 in,Fair
3/11/19,11:20 PM,41 å¡F,32 å¡F,70%,SW,8 mph,0 mph,30.16 in,0.0 in,Fair
3/11/19,11:50 PM,39 å¡F,32 å¡F,75%,SW,7 mph,0 mph,30.16 in,0.0 in,Fair
3/11/19,12:20 AM,39 å¡F,32 å¡F,75%,SSW,9 mph,0 mph,30.16 in,0.0 in,Fair
3/11/19,12:50 AM,39 å¡F,32 å¡F,75%,SW,9 mph,0 mph,30.13 in,0.0 in,Fair
3/12/19,1:20 AM,39 å¡F,34 å¡F,81%,SW,9 mph,0 mph,30.13 in,0.0 in,Fair
3/12/19,1:50 AM,41 å¡F,34 å¡F,76%,SW,9 mph,0 mph,30.13 in,0.0 in,Fair
3/12/19,2:20 AM,41 å¡F,34 å¡F,76%,SW,10 mph,0 mph,30.13 in,0.0 in,Fair
3/12/19,2:50 AM,41 å¡F,36 å¡F,81%,SW,10 mph,0 mph,30.10 in,0.0 in,Fair
3/12/19,3:20 AM,41 å¡F,36 å¡F,81%,SSW,9 mph,0 mph,30.10 in,0.0 in,Fair
3/12/19,3:50 AM,41 å¡F,36 å¡F,81%,SSW,9 mph,0 mph,30.10 in,0.0 in,Fair
3/12/19,4:20 AM,41 å¡F,37 å¡F,87%,SSW,10 mph,0 mph,30.07 in,0.0 in,Fair
3/12/19,4:50 AM,41 å¡F,37 å¡F,87%,SSW,9 mph,0 mph,30.07 in,0.0 in,Fair
3/12/19,5:20 AM,41 å¡F,36 å¡F,81%,SSW,12 mph,0 mph,30.04 in,0.0 in,Fair
3/12/19,5:50 AM,43 å¡F,36 å¡F,76%,SSW,14 mph,0 mph,30.04 in,0.0 in,Fair
3/12/19,6:20 AM,43 å¡F,34 å¡F,70%,SSW,15 mph,0 mph,30.01 in,0.0 in,Fair
3/12/19,6:50 AM,43 å¡F,34 å¡F,70%,SSW,14 mph,0 mph,30.01 in,0.0 in,Fair
3/12/19,7:20 AM,43 å¡F,34 å¡F,70%,SSW,14 mph,0 mph,29.98 in,0.0 in,Fair
3/12/19,7:50 AM,43 å¡F,32 å¡F,66%,SSW,15 mph,0 mph,29.95 in,0.0 in,Fair
3/12/19,8:20 AM,43 å¡F,32 å¡F,66%,SSW,16 mph,0 mph,29.95 in,0.0 in,Fair
3/12/19,8:50 AM,43 å¡F,32 å¡F,66%,SSW,17 mph,0 mph,29.92 in,0.0 in,Fair
3/12/19,9:20 AM,43 å¡F,32 å¡F,66%,S,14 mph,0 mph,29.92 in,0.0 in,Fair
3/12/19,9:50 AM,45 å¡F,32 å¡F,61%,SSW,15 mph,0 mph,29.89 in,0.0 in,Fair
3/12/19,10:20 AM,45 å¡F,32 å¡F,61%,SSW,18 mph,0 mph,29.86 in,0.0 in,Fair
3/12/19,10:50 AM,45 å¡F,32 å¡F,61%,SSW,20 mph,0 mph,29.83 in,0.0 in,Fair
3/12/19,11:20 AM,46 å¡F,30 å¡F,53%,SSW,23 mph,35 mph,29.83 in,0.0 in,Fair / Windy
3/12/19,11:50 AM,46 å¡F,32 å¡F,57%,SSW,24 mph,36 mph,29.81 in,0.0 in,Fair / Windy
3/12/19,12:20 PM,46 å¡F,32 å¡F,57%,SSW,26 mph,41 mph,29.78 in,0.0 in,Fair / Windy
3/12/19,12:50 PM,46 å¡F,32 å¡F,57%,SSW,26 mph,39 mph,29.75 in,0.0 in,Fair / Windy
3/12/19,1:20 PM,48 å¡F,32 å¡F,54%,SSW,26 mph,38 mph,29.72 in,0.0 in,Fair / Windy
3/12/19,1:50 PM,48 å¡F,32 å¡F,54%,SSW,22 mph,33 mph,29.72 in,0.0 in,Fair / Windy
3/12/19,2:20 PM,48 å¡F,32 å¡F,54%,SSW,24 mph,39 mph,29.69 in,0.0 in,Fair / Windy
3/12/19,2:50 PM,48 å¡F,32 å¡F,54%,SSW,22 mph,33 mph,29.66 in,0.0 in,Fair / Windy
3/12/19,3:20 PM,48 å¡F,32 å¡F,54%,SSW,22 mph,0 mph,29.63 in,0.0 in,Fair / Windy
3/12/19,3:50 PM,48 å¡F,32 å¡F,54%,S,23 mph,36 mph,29.60 in,0.0 in,Partly Cloudy / Windy
3/12/19,4:20 PM,50 å¡F,32 å¡F,50%,S,23 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy / Windy
3/12/19,4:50 PM,50 å¡F,34 å¡F,54%,S,21 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy / Windy
3/12/19,5:20 PM,50 å¡F,32 å¡F,50%,SSW,22 mph,0 mph,29.51 in,0.0 in,Mostly Cloudy / Windy
3/12/19,5:50 PM,50 å¡F,34 å¡F,54%,SSW,29 mph,44 mph,29.48 in,0.0 in,Mostly Cloudy / Windy
3/12/19,6:20 PM,50 å¡F,34 å¡F,54%,S,23 mph,35 mph,29.45 in,0.0 in,Mostly Cloudy / Windy
3/12/19,6:50 PM,50 å¡F,32 å¡F,50%,SSW,23 mph,0 mph,29.42 in,0.0 in,Light Rain / Windy
3/12/19,7:20 PM,50 å¡F,32 å¡F,50%,S,24 mph,37 mph,29.39 in,0.0 in,Light Rain / Windy
3/12/19,7:50 PM,48 å¡F,36 å¡F,62%,SSW,22 mph,0 mph,29.36 in,0.0 in,Light Rain Shower / Windy
3/12/19,8:20 PM,46 å¡F,39 å¡F,76%,SSW,21 mph,0 mph,29.39 in,0.0 in,Light Rain Shower / Windy
3/12/19,8:50 PM,46 å¡F,41 å¡F,81%,SSW,26 mph,0 mph,29.39 in,0.0 in,Light Rain Shower / Windy
3/12/19,9:20 PM,41 å¡F,37 å¡F,87%,WNW,26 mph,41 mph,29.45 in,0.0 in,Light Rain Shower / Windy
3/12/19,9:50 PM,41 å¡F,37 å¡F,87%,W,24 mph,0 mph,29.48 in,0.0 in,Light Rain Shower / Windy
3/12/19,10:20 PM,41 å¡F,37 å¡F,87%,W,18 mph,0 mph,29.51 in,0.0 in,Light Rain Shower
3/12/19,10:50 PM,41 å¡F,37 å¡F,87%,W,17 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy
3/12/19,11:20 PM,41 å¡F,36 å¡F,81%,W,20 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy
3/12/19,11:50 PM,41 å¡F,36 å¡F,81%,W,17 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy
3/12/19,12:20 AM,41 å¡F,36 å¡F,81%,WSW,16 mph,0 mph,29.57 in,0.0 in,Mostly Cloudy
3/12/19,12:50 AM,41 å¡F,36 å¡F,81%,SW,16 mph,0 mph,29.57 in,0.0 in,Partly Cloudy
3/13/19,1:20 AM,41 å¡F,36 å¡F,81%,SW,17 mph,0 mph,29.57 in,0.0 in,Partly Cloudy
3/13/19,1:50 AM,41 å¡F,37 å¡F,87%,SW,16 mph,0 mph,29.57 in,0.0 in,Fair
3/13/19,2:20 AM,41 å¡F,36 å¡F,81%,SW,21 mph,0 mph,29.57 in,0.0 in,Fair / Windy
3/13/19,2:50 AM,41 å¡F,36 å¡F,81%,SW,20 mph,0 mph,29.57 in,0.0 in,Fair
3/13/19,3:20 AM,41 å¡F,37 å¡F,87%,SW,17 mph,0 mph,29.57 in,0.0 in,Fair
3/13/19,3:50 AM,41 å¡F,36 å¡F,81%,SW,20 mph,0 mph,29.57 in,0.0 in,Fair
3/13/19,4:20 AM,41 å¡F,36 å¡F,81%,SW,21 mph,0 mph,29.54 in,0.0 in,Fair / Windy
3/13/19,4:50 AM,41 å¡F,36 å¡F,81%,SW,22 mph,0 mph,29.54 in,0.0 in,Fair / Windy
3/13/19,5:20 AM,41 å¡F,36 å¡F,81%,SW,23 mph,36 mph,29.54 in,0.0 in,Fair / Windy
3/13/19,5:50 AM,41 å¡F,36 å¡F,81%,SW,23 mph,35 mph,29.54 in,0.0 in,Partly Cloudy / Windy
3/13/19,6:20 AM,41 å¡F,36 å¡F,81%,SW,22 mph,35 mph,29.54 in,0.0 in,Partly Cloudy / Windy
3/13/19,6:50 AM,41 å¡F,36 å¡F,81%,SW,24 mph,36 mph,29.54 in,0.0 in,Mostly Cloudy / Windy
3/13/19,7:20 AM,43 å¡F,36 å¡F,76%,SW,22 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy / Windy
3/13/19,7:50 AM,43 å¡F,36 å¡F,76%,SW,24 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy / Windy
3/13/19,8:20 AM,43 å¡F,36 å¡F,76%,SW,26 mph,0 mph,29.54 in,0.0 in,Partly Cloudy / Windy
3/13/19,8:50 AM,41 å¡F,37 å¡F,87%,SW,24 mph,38 mph,29.54 in,0.0 in,Light Rain Shower / Windy
3/13/19,9:20 AM,41 å¡F,37 å¡F,87%,WSW,21 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy / Windy
3/13/19,9:50 AM,43 å¡F,37 å¡F,81%,SW,23 mph,37 mph,29.54 in,0.0 in,Mostly Cloudy / Windy
3/13/19,10:20 AM,43 å¡F,37 å¡F,81%,SW,23 mph,35 mph,29.54 in,0.0 in,Showers in the Vicinity
3/13/19,10:50 AM,43 å¡F,37 å¡F,81%,SW,25 mph,0 mph,29.54 in,0.0 in,Light Rain Shower / Windy
3/13/19,11:20 AM,43 å¡F,39 å¡F,87%,SW,22 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy / Windy
3/13/19,11:50 AM,43 å¡F,39 å¡F,87%,SW,23 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy / Windy
3/13/19,12:20 PM,45 å¡F,39 å¡F,81%,SW,24 mph,37 mph,29.54 in,0.0 in,Mostly Cloudy / Windy
3/13/19,12:50 PM,45 å¡F,41 å¡F,87%,SW,21 mph,0 mph,29.54 in,0.0 in,Light Rain / Windy
3/13/19,1:20 PM,45 å¡F,41 å¡F,87%,SW,22 mph,0 mph,29.54 in,0.0 in,Wintry Mix / Windy
3/13/19,1:50 PM,45 å¡F,41 å¡F,87%,WSW,20 mph,0 mph,29.54 in,0.0 in,Light Rain
3/13/19,2:20 PM,46 å¡F,39 å¡F,76%,WSW,21 mph,32 mph,29.54 in,0.0 in,Partly Cloudy / Windy
3/13/19,2:50 PM,46 å¡F,39 å¡F,76%,W,22 mph,0 mph,29.54 in,0.0 in,Light Rain Shower / Windy
3/13/19,3:20 PM,48 å¡F,39 å¡F,71%,WSW,22 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy / Windy
3/13/19,3:50 PM,48 å¡F,41 å¡F,76%,W,21 mph,32 mph,29.54 in,0.0 in,Light Rain Shower / Windy
3/13/19,4:20 PM,48 å¡F,39 å¡F,71%,W,22 mph,33 mph,29.54 in,0.0 in,Light Rain Shower / Windy
3/13/19,4:50 PM,48 å¡F,41 å¡F,76%,W,29 mph,41 mph,29.54 in,0.0 in,Partly Cloudy / Windy
3/13/19,5:20 PM,48 å¡F,39 å¡F,71%,W,21 mph,38 mph,29.57 in,0.0 in,Light Rain Shower / Windy
3/13/19,5:50 PM,46 å¡F,39 å¡F,76%,W,25 mph,0 mph,29.57 in,0.0 in,Light Rain Shower / Windy
3/13/19,6:20 PM,46 å¡F,39 å¡F,76%,W,22 mph,0 mph,29.57 in,0.0 in,Rain Shower / Windy
3/13/19,6:50 PM,46 å¡F,39 å¡F,76%,WNW,20 mph,0 mph,29.60 in,0.0 in,Showers in the Vicinity
3/13/19,7:20 PM,46 å¡F,39 å¡F,76%,W,17 mph,0 mph,29.63 in,0.0 in,Light Rain Shower
3/13/19,7:50 PM,46 å¡F,39 å¡F,76%,W,18 mph,0 mph,29.63 in,0.0 in,Mostly Cloudy
3/13/19,8:20 PM,46 å¡F,39 å¡F,76%,W,20 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
3/13/19,8:50 PM,46 å¡F,39 å¡F,76%,W,18 mph,0 mph,29.66 in,0.0 in,Mostly Cloudy
3/13/19,9:20 PM,46 å¡F,37 å¡F,71%,W,20 mph,0 mph,29.69 in,0.0 in,Fair
3/13/19,9:50 PM,46 å¡F,37 å¡F,71%,W,18 mph,0 mph,29.69 in,0.0 in,Fair
3/13/19,10:20 PM,46 å¡F,37 å¡F,71%,W,16 mph,0 mph,29.69 in,0.0 in,Fair
3/13/19,10:50 PM,45 å¡F,39 å¡F,81%,W,16 mph,0 mph,29.72 in,0.0 in,Fair
3/13/19,11:20 PM,45 å¡F,37 å¡F,76%,W,17 mph,0 mph,29.72 in,0.0 in,Fair
3/13/19,11:50 PM,45 å¡F,37 å¡F,76%,W,15 mph,0 mph,29.72 in,0.0 in,Fair
3/13/19,12:20 AM,45 å¡F,37 å¡F,76%,W,14 mph,0 mph,29.72 in,0.0 in,Fair
3/13/19,12:50 AM,45 å¡F,37 å¡F,76%,W,14 mph,0 mph,29.75 in,0.0 in,Fair
3/14/19,1:20 AM,46 å¡F,37 å¡F,71%,W,15 mph,0 mph,29.75 in,0.0 in,Fair
3/14/19,1:50 AM,45 å¡F,37 å¡F,76%,W,15 mph,0 mph,29.75 in,0.0 in,Fair
3/14/19,2:20 AM,45 å¡F,37 å¡F,76%,W,17 mph,0 mph,29.75 in,0.0 in,Fair
3/14/19,2:50 AM,45 å¡F,36 å¡F,71%,W,15 mph,0 mph,29.75 in,0.0 in,Fair
3/14/19,3:20 AM,45 å¡F,34 å¡F,66%,WSW,14 mph,0 mph,29.75 in,0.0 in,Fair
3/14/19,3:50 AM,45 å¡F,36 å¡F,71%,WSW,14 mph,0 mph,29.75 in,0.0 in,Fair
3/14/19,4:20 AM,43 å¡F,36 å¡F,76%,WSW,15 mph,0 mph,29.72 in,0.0 in,Fair
3/14/19,4:50 AM,43 å¡F,37 å¡F,81%,WSW,14 mph,0 mph,29.72 in,0.0 in,Fair
3/14/19,5:20 AM,43 å¡F,39 å¡F,87%,SW,16 mph,0 mph,29.69 in,0.0 in,Fair
3/14/19,5:50 AM,43 å¡F,39 å¡F,87%,SW,15 mph,0 mph,29.69 in,0.0 in,Fair
3/14/19,6:20 AM,43 å¡F,39 å¡F,87%,WSW,17 mph,0 mph,29.66 in,0.0 in,Fair
3/14/19,6:50 AM,43 å¡F,39 å¡F,87%,SW,17 mph,0 mph,29.63 in,0.0 in,Light Rain
3/14/19,7:20 AM,43 å¡F,41 å¡F,93%,SW,16 mph,0 mph,29.63 in,0.0 in,Light Rain
3/14/19,7:50 AM,43 å¡F,41 å¡F,93%,SW,16 mph,0 mph,29.60 in,0.0 in,Light Rain
3/14/19,8:20 AM,43 å¡F,41 å¡F,93%,SW,21 mph,0 mph,29.57 in,0.0 in,Light Rain / Windy
3/14/19,8:50 AM,43 å¡F,41 å¡F,93%,SW,20 mph,32 mph,29.57 in,0.0 in,Light Rain
3/14/19,9:20 AM,43 å¡F,41 å¡F,93%,SW,21 mph,0 mph,29.54 in,0.0 in,Rain / Windy
3/14/19,9:50 AM,45 å¡F,41 å¡F,87%,WSW,23 mph,38 mph,29.51 in,0.0 in,Rain / Windy
3/14/19,10:20 AM,45 å¡F,41 å¡F,87%,SW,21 mph,0 mph,29.51 in,0.0 in,Rain / Windy
3/14/19,10:50 AM,45 å¡F,41 å¡F,87%,SW,21 mph,33 mph,29.48 in,0.0 in,Rain / Windy
3/14/19,11:20 AM,45 å¡F,43 å¡F,93%,WSW,20 mph,0 mph,29.45 in,0.0 in,Rain
3/14/19,11:50 AM,45 å¡F,43 å¡F,93%,SW,23 mph,0 mph,29.42 in,0.0 in,Rain / Windy
3/14/19,12:20 PM,45 å¡F,43 å¡F,93%,SW,23 mph,0 mph,29.39 in,0.0 in,Rain / Windy
3/14/19,12:50 PM,46 å¡F,45 å¡F,93%,WSW,22 mph,0 mph,29.39 in,0.0 in,Rain / Windy
3/14/19,1:20 PM,46 å¡F,45 å¡F,93%,WSW,20 mph,0 mph,29.36 in,0.0 in,Rain
3/14/19,1:50 PM,48 å¡F,46 å¡F,93%,W,20 mph,0 mph,29.36 in,0.0 in,Light Rain
3/14/19,2:20 PM,48 å¡F,46 å¡F,93%,W,24 mph,36 mph,29.36 in,0.0 in,Light Rain / Windy
3/14/19,2:50 PM,48 å¡F,46 å¡F,93%,W,20 mph,0 mph,29.36 in,0.0 in,Rain Shower
3/14/19,3:20 PM,52 å¡F,48 å¡F,88%,W,23 mph,0 mph,29.36 in,0.0 in,Mostly Cloudy / Windy
3/14/19,3:50 PM,52 å¡F,43 å¡F,71%,WNW,26 mph,38 mph,29.36 in,0.0 in,Partly Cloudy / Windy
3/14/19,4:20 PM,52 å¡F,43 å¡F,71%,W,21 mph,0 mph,29.39 in,0.0 in,Fair / Windy
3/14/19,4:50 PM,54 å¡F,43 å¡F,67%,W,22 mph,0 mph,29.39 in,0.0 in,Partly Cloudy / Windy
3/14/19,5:20 PM,54 å¡F,39 å¡F,58%,WNW,23 mph,36 mph,29.42 in,0.0 in,Partly Cloudy / Windy
3/14/19,5:50 PM,54 å¡F,39 å¡F,58%,WNW,24 mph,0 mph,29.42 in,0.0 in,Partly Cloudy / Windy
3/14/19,6:20 PM,54 å¡F,39 å¡F,58%,WNW,24 mph,38 mph,29.42 in,0.0 in,Fair / Windy
3/14/19,6:50 PM,54 å¡F,37 å¡F,54%,WNW,26 mph,40 mph,29.45 in,0.0 in,Fair / Windy
3/14/19,7:20 PM,52 å¡F,37 å¡F,58%,WNW,18 mph,0 mph,29.48 in,0.0 in,Fair
3/14/19,7:50 PM,50 å¡F,37 å¡F,62%,WNW,15 mph,0 mph,29.51 in,0.0 in,Fair
