,index,time,,Temp (F),dewpoint,humidity,wind,windspeed,windgust,pressurre,precip,condit
,2101.5,2/13/19 21:35,,,,,,,,,,
,2102,2/13/19 21:50,,36,34,0.93,SSE,2,0,30.42,0,Fair
,2102.5,2/13/19 22:05,,,,,,,,,,
,2103,2/13/19 22:20,,34,32,0.93,SSE,3,0,30.42,0,Fair
,2103.5,2/13/19 22:35,,,,,,,,,,
,2104,2/13/19 22:50,,34,32,0.93,SSW,3,0,30.42,0,Fair
,2104.5,2/13/19 23:05,,,,,,,,,,
,2105,2/13/19 23:20,,34,32,0.93,S,3,0,30.42,0,Fair
,2105.5,2/13/19 23:35,,,,,,,,,,
,2106,2/13/19 23:50,,34,32,0.93,SE,3,0,30.42,0,Fair
,2106.5,2/14/19 0:05,,,,,,,,,,
,2107,2/14/19 0:20,,34,32,0.93,S,2,0,30.42,0,Fair
,2107.5,2/14/19 0:35,,,,,,,,,,
,2108,2/14/19 0:50,,34,30,0.87,VAR,2,0,30.42,0,Fair
,2108.5,2/14/19 1:05,,,,,,,,,,
,2109,2/14/19 1:20,,32,30,0.93,SE,2,0,30.42,0,Fair
,2109.5,2/14/19 1:35,,,,,,,,,,
,2110,2/14/19 1:50,,32,30,0.93,S,5,0,30.39,0,Fair
,2110.5,2/14/19 2:05,,,,,,,,,,
,2111,2/14/19 2:20,,32,30,0.93,CALM,0,0,30.42,0,Fair
,2111.5,2/14/19 2:35,,,,,,,,,,
,2112,2/14/19 2:50,,32,30,0.93,VAR,2,0,30.42,0,Fair
,2112.5,2/14/19 3:05,,,,,,,,,,
,2113,2/14/19 3:20,,32,28,0.87,S,2,0,30.39,0,Fair
,2113.5,2/14/19 3:35,,,,,,,,,,
,2114,2/14/19 3:50,,34,28,0.81,SSE,3,0,30.39,0,Fair
,2114.5,2/14/19 4:05,,,,,,,,,,
,2115,2/14/19 4:20,,32,28,0.87,S,2,0,30.39,0,Fair
,2115.5,2/14/19 4:35,,,,,,,,,,
,2116,2/14/19 4:50,,34,28,0.81,VAR,1,0,30.39,0,Fair
,2116.5,2/14/19 5:05,,,,,,,,,,
,2117,2/14/19 5:20,,34,28,0.81,SSW,2,0,30.39,0,Fair
,2117.5,2/14/19 5:35,,,,,,,,,,
,2118,2/14/19 5:50,,32,28,0.87,E,2,0,30.39,0,Fair
,2118.5,2/14/19 6:05,,,,,,,,,,
,2119,2/14/19 6:20,,30,28,0.93,S,5,0,30.39,0,Fair
,2119.5,2/14/19 6:35,,,,,,,,,,
,2120,2/14/19 6:50,,32,28,0.87,VAR,1,0,30.39,0,Fair
,2120.5,2/14/19 7:05,,,,,,,,,,
,2121,2/14/19 7:20,,32,28,0.87,S,1,0,30.42,0,Fair
,2121.5,2/14/19 7:35,,,,,,,,,,
,2122,2/14/19 7:50,,34,28,0.81,VAR,1,0,30.42,0,Fair
,2122.5,2/14/19 8:05,,,,,,,,,,
,2123,2/14/19 8:20,,32,28,0.87,E,2,0,30.42,0,Fair
,2123.5,2/14/19 8:35,,,,,,,,,,
,2124,2/14/19 8:50,,34,28,0.81,ESE,6,0,30.42,0,Fair
,2124.5,2/14/19 9:05,,,,,,,,,,
,2125,2/14/19 9:20,,34,30,0.87,SE,5,0,30.42,0,Fair
,2125.5,2/14/19 9:35,,,,,,,,,,
,2126,2/14/19 9:50,,37,32,0.81,SE,2,0,30.42,0,Fair
,2126.5,2/14/19 10:05,,,,,,,,,,
,2127,2/14/19 10:20,,41,32,0.7,ESE,2,0,30.42,0,Fair
,2127.5,2/14/19 10:35,,,,,,,,,,
,2128,2/14/19 10:50,,43,34,0.7,ESE,3,0,30.42,0,Fair
,2128.5,2/14/19 11:05,,,,,,,,,,
,2129,2/14/19 11:20,,46,34,0.62,VAR,2,0,30.45,0,Fair
,2129.5,2/14/19 11:35,,,,,,,,,,
,2130,2/14/19 11:50,,48,34,0.57,SSE,5,0,30.45,0,Fair
,2130.5,2/14/19 12:05,,,,,,,,,,
,2131,2/14/19 12:20,,50,34,0.54,VAR,2,0,30.42,0,Fair
,2131.5,2/14/19 12:35,,,,,,,,,,
,2132,2/14/19 12:50,,52,32,0.47,SE,3,0,30.42,0,Fair
,2132.5,2/14/19 13:05,,,,,,,,,,
,2133,2/14/19 13:20,,54,34,0.47,ESE,5,0,30.42,0,Fair
,2133.5,2/14/19 13:35,,,,,,,,,,
,2134,2/14/19 13:50,,55,32,0.41,ESE,5,0,30.39,0,Fair
,2134.5,2/14/19 14:05,,,,,,,,,,
,2135,2/14/19 14:20,,55,27,0.33,ESE,6,0,30.39,0,Fair
,2135.5,2/14/19 14:35,,,,,,,,,,
,2136,2/14/19 14:50,,55,28,0.36,ESE,5,0,30.39,0,Fair
,2136.5,2/14/19 15:05,,,,,,,,,,
,2137,2/14/19 15:20,,55,28,0.36,SE,6,0,30.39,0,Fair
,2137.5,2/14/19 15:35,,,,,,,,,,
,2138,2/14/19 15:50,,55,30,0.38,SE,7,0,30.39,0,Fair
,2138.5,2/14/19 16:05,,,,,,,,,,
,2139,2/14/19 16:20,,55,32,0.41,ESE,6,0,30.36,0,Fair
,2139.5,2/14/19 16:35,,,,,,,,,,
,2140,2/14/19 16:50,,55,32,0.41,ESE,5,0,30.36,0,Fair
,2140.5,2/14/19 17:05,,,,,,,,,,
,2141,2/14/19 17:20,,54,34,0.47,ESE,2,0,30.36,0,Fair
,2141.5,2/14/19 17:35,,,,,,,,,,
,2142,2/14/19 17:50,,54,32,0.44,ESE,2,0,30.36,0,Fair
,2142.5,2/14/19 18:05,,,,,,,,,,
,2143,2/14/19 18:20,,50,34,0.54,SE,3,0,30.36,0,Fair
,2143.5,2/14/19 18:35,,,,,,,,,,
,2144,2/14/19 18:50,,50,34,0.54,SE,2,0,30.36,0,Fair
,2144.5,2/14/19 19:05,,,,,,,,,,
,2145,2/14/19 19:20,,50,34,0.54,ESE,3,0,30.36,0,Fair
,2145.5,2/14/19 19:35,,,,,,,,,,
,2146,2/14/19 19:50,,48,36,0.62,ESE,5,0,30.36,0,Fair
,2146.5,2/14/19 20:05,,,,,,,,,,
,2147,2/14/19 20:20,,46,34,0.62,SE,5,0,30.36,0,Fair
,2147.5,2/14/19 20:35,,,,,,,,,,
,2148,2/14/19 20:50,,43,34,0.7,SE,6,0,30.33,0,Fair
,2148.5,2/14/19 21:05,,,,,,,,,,
,2149,2/14/19 21:20,,45,32,0.61,SSE,3,0,30.33,0,Fair
,2149.5,2/14/19 21:35,,,,,,,,,,
,2150,2/14/19 21:50,,43,34,0.7,SSE,3,0,30.33,0,Fair
,2150.5,2/14/19 22:05,,,,,,,,,,
,2151,2/14/19 22:20,,41,32,0.7,SSE,5,0,30.33,0,Fair
,2151.5,2/14/19 22:35,,,,,,,,,,
,2152,2/14/19 22:50,,43,32,0.66,S,6,0,30.33,0,Fair
,2152.5,2/14/19 23:05,,,,,,,,,,
,2153,2/14/19 23:20,,45,30,0.57,SSE,6,0,30.33,0,Fair
,2153.5,2/14/19 23:35,,,,,,,,,,
,2154,2/14/19 23:50,,43,32,0.66,SSE,6,0,30.33,0,Fair
,2154.5,2/15/19 0:05,,,,,,,,,,
,2155,2/15/19 0:20,,43,28,0.57,S,3,0,30.33,0,Fair
,2155.5,2/15/19 0:35,,,,,,,,,,
,2156,2/15/19 0:50,,39,30,0.7,VAR,1,0,30.33,0,Fair
,2156.5,2/15/19 1:05,,,,,,,,,,
,2157,2/15/19 1:20,,41,28,0.61,CALM,0,0,30.33,0,Fair
,2157.5,2/15/19 1:35,,,,,,,,,,
,2158,2/15/19 1:50,,37,30,0.75,ESE,3,0,30.33,0,Fair
,2158.5,2/15/19 2:05,,,,,,,,,,
,2159,2/15/19 2:20,,36,30,0.81,SE,5,0,30.33,0,Fair
,2159.5,2/15/19 2:35,,,,,,,,,,
,2160,2/15/19 2:50,,36,28,0.75,VAR,1,0,30.33,0,Fair
,2160.5,2/15/19 3:05,,,,,,,,,,
,2161,2/15/19 3:20,,34,30,0.87,ESE,3,0,30.3,0,Fair
,2161.5,2/15/19 3:35,,,,,,,,,,
,2162,2/15/19 3:50,,36,28,0.75,CALM,0,0,30.3,0,Fair
,2162.5,2/15/19 4:05,,,,,,,,,,
,2163,2/15/19 4:20,,36,28,0.75,E,1,0,30.3,0,Fair
,2163.5,2/15/19 4:35,,,,,,,,,,
,2164,2/15/19 4:50,,32,28,0.87,SE,5,0,30.3,0,Fair
,2164.5,2/15/19 5:05,,,,,,,,,,
,2165,2/15/19 5:20,,34,28,0.81,VAR,1,0,30.3,0,Fair
,2165.5,2/15/19 5:35,,,,,,,,,,
,2166,2/15/19 5:50,,37,28,0.7,S,6,0,30.3,0,Fair
,2166.5,2/15/19 6:05,,,,,,,,,,
,2167,2/15/19 6:20,,39,28,0.65,S,8,0,30.3,0,Fair
,2167.5,2/15/19 6:35,,,,,,,,,,
,2168,2/15/19 6:50,,41,28,0.61,S,9,0,30.3,0,Fair
,2168.5,2/15/19 7:05,,,,,,,,,,
,2169,2/15/19 7:20,,41,28,0.61,S,9,0,30.3,0,Fair
,2169.5,2/15/19 7:35,,,,,,,,,,
,2170,2/15/19 7:50,,37,28,0.7,SE,3,0,30.3,0,Fair
,2170.5,2/15/19 8:05,,,,,,,,,,
,2171,2/15/19 8:20,,39,28,0.65,SE,5,0,30.3,0,Fair
,2171.5,2/15/19 8:35,,,,,,,,,,
,2172,2/15/19 8:50,,41,28,0.61,S,10,0,30.3,0,Fair
,2172.5,2/15/19 9:05,,,,,,,,,,
,2173,2/15/19 9:20,,45,30,0.57,S,10,0,30.3,0,Fair
,2173.5,2/15/19 9:35,,,,,,,,,,
,2174,2/15/19 9:50,,46,30,0.53,S,9,0,30.3,0,Fair
,2174.5,2/15/19 10:05,,,,,,,,,,
,2175,2/15/19 10:20,,48,32,0.54,S,9,0,30.3,0,Fair
,2175.5,2/15/19 10:35,,,,,,,,,,
,2176,2/15/19 10:50,,50,32,0.5,S,7,0,30.3,0,Fair
,2176.5,2/15/19 11:05,,,,,,,,,,
,2177,2/15/19 11:20,,54,34,0.47,S,6,0,30.3,0,Fair
,2177.5,2/15/19 11:35,,,,,,,,,,
,2178,2/15/19 11:50,,55,34,0.44,SSE,6,0,30.3,0,Fair
,2178.5,2/15/19 12:05,,,,,,,,,,
,2179,2/15/19 12:20,,55,37,0.51,SE,5,0,30.28,0,Fair
,2179.5,2/15/19 12:35,,,,,,,,,,
,2180,2/15/19 12:50,,57,37,0.48,SSE,6,0,30.28,0,Fair
,2180.5,2/15/19 13:05,,,,,,,,,,
,2181,2/15/19 13:20,,59,36,0.42,SE,6,0,30.28,0,Fair
,2181.5,2/15/19 13:35,,,,,,,,,,
,2182,2/15/19 13:50,,59,37,0.45,SE,6,0,30.28,0,Fair
,2182.5,2/15/19 14:05,,,,,,,,,,
,2183,2/15/19 14:20,,61,36,0.39,SE,7,0,30.25,0,Fair
,2183.5,2/15/19 14:35,,,,,,,,,,
,2184,2/15/19 14:50,,61,36,0.39,SE,7,0,30.25,0,Fair
,2184.5,2/15/19 15:05,,,,,,,,,,
,2185,2/15/19 15:20,,61,39,0.45,SE,6,0,30.22,0,Fair
,2185.5,2/15/19 15:35,,,,,,,,,,
,2186,2/15/19 15:50,,61,34,0.36,SE,6,0,30.22,0,Fair
,2186.5,2/15/19 16:05,,,,,,,,,,
,2187,2/15/19 16:20,,61,37,0.42,SE,7,0,30.22,0,Fair
,2187.5,2/15/19 16:35,,,,,,,,,,
,2188,2/15/19 16:50,,59,37,0.45,SSE,7,0,30.19,0,Fair
,2188.5,2/15/19 17:05,,,,,,,,,,
,2189,2/15/19 17:20,,57,37,0.48,SSE,6,0,30.19,0,Fair
,2189.5,2/15/19 17:35,,,,,,,,,,
,2190,2/15/19 17:50,,57,37,0.48,SSE,2,0,30.19,0,Fair
,2190.5,2/15/19 18:05,,,,,,,,,,
,2191,2/15/19 18:20,,55,34,0.44,SSE,2,0,30.19,0,Fair
,2191.5,2/15/19 18:35,,,,,,,,,,
,2192,2/15/19 18:50,,54,36,0.51,SE,2,0,30.19,0,Fair
,2192.5,2/15/19 19:05,,,,,,,,,,
,2193,2/15/19 19:20,,52,36,0.54,SE,3,0,30.19,0,Fair
,2193.5,2/15/19 19:35,,,,,,,,,,
,2194,2/15/19 19:50,,48,36,0.62,S,6,0,30.19,0,Fair
,2194.5,2/15/19 20:05,,,,,,,,,,
,2195,2/15/19 20:20,,50,39,0.66,S,3,0,30.19,0,Fair
,2195.5,2/15/19 20:35,,,,,,,,,,
,2196,2/15/19 20:50,,45,36,0.71,S,6,0,30.19,0,Fair
,2196.5,2/15/19 21:05,,,,,,,,,,
,2197,2/15/19 21:20,,46,34,0.62,S,7,0,30.16,0,Fair
,2197.5,2/15/19 21:35,,,,,,,,,,
,2198,2/15/19 21:50,,45,34,0.66,S,7,0,30.16,0,Fair
,2198.5,2/15/19 22:05,,,,,,,,,,
,2199,2/15/19 22:20,,45,32,0.61,S,7,0,30.16,0,Fair
,2199.5,2/15/19 22:35,,,,,,,,,,
,2200,2/15/19 22:50,,46,32,0.57,S,9,0,30.16,0,Fair
,2200.5,2/15/19 23:05,,,,,,,,,,
,2201,2/15/19 23:20,,45,32,0.61,S,9,0,30.16,0,Fair
,2201.5,2/15/19 23:35,,,,,,,,,,
,2202,2/15/19 23:50,,43,34,0.7,S,7,0,30.16,0,Fair
,2202.5,2/16/19 0:05,,,,,,,,,,
,2203,2/16/19 0:20,,43,30,0.61,S,8,0,30.16,0,Fair
,2203.5,2/16/19 0:35,,,,,,,,,,
,2204,2/16/19 0:50,,45,34,0.66,S,9,0,30.16,0,Fair
,2204.5,2/16/19 1:05,,,,,,,,,,
,2205,2/16/19 1:20,,43,34,0.7,S,7,0,30.16,0,Fair
,2205.5,2/16/19 1:35,,,,,,,,,,
,2206,2/16/19 1:50,,41,34,0.76,S,6,0,30.16,0,Fair
,2206.5,2/16/19 2:05,,,,,,,,,,
,2207,2/16/19 2:20,,41,34,0.76,S,7,0,30.16,0,Fair
,2207.5,2/16/19 2:35,,,,,,,,,,
,2208,2/16/19 2:50,,43,34,0.7,S,8,0,30.13,0,Fair
,2208.5,2/16/19 3:05,,,,,,,,,,
,2209,2/16/19 3:20,,41,32,0.7,SSW,6,0,30.16,0,Fair
,2209.5,2/16/19 3:35,,,,,,,,,,
,2210,2/16/19 3:50,,39,34,0.81,S,8,0,30.13,0,Fair
,2210.5,2/16/19 4:05,,,,,,,,,,
,2211,2/16/19 4:20,,41,34,0.76,S,9,0,30.13,0,Fair
,2211.5,2/16/19 4:35,,,,,,,,,,
,2212,2/16/19 4:50,,41,34,0.76,S,9,0,30.13,0,Fair
,2212.5,2/16/19 5:05,,,,,,,,,,
,2213,2/16/19 5:20,,41,34,0.76,S,9,0,30.13,0,Fair
,2213.5,2/16/19 5:35,,,,,,,,,,
,2214,2/16/19 5:50,,39,34,0.81,S,9,0,30.13,0,Fair
,2214.5,2/16/19 6:05,,,,,,,,,,
,2215,2/16/19 6:20,,41,34,0.76,S,9,0,30.13,0,Fair
,2215.5,2/16/19 6:35,,,,,,,,,,
,2216,2/16/19 6:50,,37,32,0.81,S,7,0,30.13,0,Fair
,2216.5,2/16/19 7:05,,,,,,,,,,
,2217,2/16/19 7:20,,37,32,0.81,S,6,0,30.13,0,Fair
,2217.5,2/16/19 7:35,,,,,,,,,,
,2218,2/16/19 7:50,,37,32,0.81,S,7,0,30.13,0,Fair
,2218.5,2/16/19 8:05,,,,,,,,,,
,2219,2/16/19 8:20,,39,34,0.81,S,7,0,30.13,0,Fair
,2219.5,2/16/19 8:35,,,,,,,,,,
,2220,2/16/19 8:50,,41,34,0.76,S,7,0,30.16,0,Fair
,2220.5,2/16/19 9:05,,,,,,,,,,
,2221,2/16/19 9:20,,45,36,0.71,S,7,0,30.16,0,Fair
,2221.5,2/16/19 9:35,,,,,,,,,,
,2222,2/16/19 9:50,,46,34,0.62,SSW,5,0,30.16,0,Fair
,2222.5,2/16/19 10:05,,,,,,,,,,
,2223,2/16/19 10:20,,48,34,0.57,S,3,0,30.16,0,Fair
,2223.5,2/16/19 10:35,,,,,,,,,,
,2224,2/16/19 10:50,,50,36,0.58,SW,7,0,30.16,0,Fair
,2224.5,2/16/19 11:05,,,,,,,,,,
,2225,2/16/19 11:20,,52,36,0.54,WSW,7,0,30.16,0,Fair
,2225.5,2/16/19 11:35,,,,,,,,,,
,2226,2/16/19 11:50,,52,36,0.54,WSW,9,0,30.16,0,Fair
,2226.5,2/16/19 12:05,,,,,,,,,,
,2227,2/16/19 12:20,,54,36,0.51,WSW,8,0,30.16,0,Fair
,2227.5,2/16/19 12:35,,,,,,,,,,
,2228,2/16/19 12:50,,55,37,0.51,WSW,6,0,30.16,0,Fair
,2228.5,2/16/19 13:05,,,,,,,,,,
,2229,2/16/19 13:20,,55,37,0.51,W,9,0,30.16,0,Fair
,2229.5,2/16/19 13:35,,,,,,,,,,
,2230,2/16/19 13:50,,55,37,0.51,SW,8,0,30.16,0,Fair
,2230.5,2/16/19 14:05,,,,,,,,,,
,2231,2/16/19 14:20,,57,36,0.44,SW,8,0,30.13,0,Fair
,2231.5,2/16/19 14:35,,,,,,,,,,
,2232,2/16/19 14:50,,57,34,0.41,WSW,7,0,30.13,0,Fair
,2232.5,2/16/19 15:05,,,,,,,,,,
,2233,2/16/19 15:20,,59,34,0.39,SW,5,0,30.13,0,Fair
,2233.5,2/16/19 15:35,,,,,,,,,,
,2234,2/16/19 15:50,,57,32,0.38,WSW,7,0,30.13,0,Fair
,2234.5,2/16/19 16:05,,,,,,,,,,
,2235,2/16/19 16:20,,57,34,0.41,WSW,6,0,30.13,0,Fair
,2235.5,2/16/19 16:35,,,,,,,,,,
,2236,2/16/19 16:50,,55,34,0.44,S,5,0,30.13,0,Fair
,2236.5,2/16/19 17:05,,,,,,,,,,
,2237,2/16/19 17:20,,54,34,0.47,S,5,0,30.13,0,Fair
,2237.5,2/16/19 17:35,,,,,,,,,,
,2238,2/16/19 17:50,,54,34,0.47,S,3,0,30.13,0,Fair
,2238.5,2/16/19 18:05,,,,,,,,,,
,2239,2/16/19 18:20,,54,36,0.51,S,3,0,30.13,0,Fair
,2239.5,2/16/19 18:35,,,,,,,,,,
,2240,2/16/19 18:50,,48,37,0.66,S,5,0,30.13,0,Fair
,2240.5,2/16/19 19:05,,,,,,,,,,
,2241,2/16/19 19:20,,46,36,0.66,S,6,0,30.13,0,Fair
,2241.5,2/16/19 19:35,,,,,,,,,,
,2242,2/16/19 19:50,,46,37,0.71,S,6,0,30.13,0,Fair
,2242.5,2/16/19 20:05,,,,,,,,,,
,2243,2/16/19 20:20,,46,36,0.66,S,6,0,30.1,0,Fair
,2243.5,2/16/19 20:35,,,,,,,,,,
,2244,2/16/19 20:50,,45,34,0.66,SW,5,0,30.1,0,Fair
,2244.5,2/16/19 21:05,,,,,,,,,,
,2245,2/16/19 21:20,,41,32,0.7,S,5,0,30.1,0,Fair
,2245.5,2/16/19 21:35,,,,,,,,,,
,2246,2/16/19 21:50,,43,32,0.66,S,3,0,30.1,0,Fair
,2246.5,2/16/19 22:05,,,,,,,,,,
,2247,2/16/19 22:20,,43,34,0.7,S,7,0,30.1,0,Fair
,2247.5,2/16/19 22:35,,,,,,,,,,
,2248,2/16/19 22:50,,43,32,0.66,S,7,0,30.1,0,Fair
,2248.5,2/16/19 23:05,,,,,,,,,,
,2249,2/16/19 23:20,,43,32,0.66,S,6,0,30.1,0,Fair
,2249.5,2/16/19 23:35,,,,,,,,,,
,2250,2/16/19 23:50,,43,34,0.7,S,7,0,30.1,0,Fair
,2250.5,2/17/19 0:05,,,,,,,,,,
,2251,2/17/19 0:20,,41,32,0.7,S,7,0,30.1,0,Fair
,2251.5,2/17/19 0:35,,,,,,,,,,
,2252,2/17/19 0:50,,41,32,0.7,S,7,0,30.1,0,Fair
,2252.5,2/17/19 1:05,,,,,,,,,,
,2253,2/17/19 1:20,,43,32,0.66,S,6,0,30.07,0,Fair
,2253.5,2/17/19 1:35,,,,,,,,,,
,2254,2/17/19 1:50,,41,30,0.65,S,7,0,30.07,0,Fair
,2254.5,2/17/19 2:05,,,,,,,,,,
,2255,2/17/19 2:20,,43,34,0.7,S,10,0,30.04,0,Fair
,2255.5,2/17/19 2:35,,,,,,,,,,
1,2256,2/17/19 3:50,,41,34,0.76,S,9,0,30.04,0,Fair
,2256.5,2/17/19 4:05,,,,,,,,,,
,2257,2/17/19 4:20,,43,34,0.7,S,9,0,30.04,0,Fair
,2257.5,2/17/19 4:35,,,,,,,,,,
,2258,2/17/19 4:50,,41,34,0.76,S,9,0,30.04,0,Fair
,2258.5,2/17/19 5:05,,,,,,,,,,
,2259,2/17/19 5:20,,41,34,0.76,S,8,0,30.04,0,Fair
,2259.5,2/17/19 5:35,,,,,,,,,,
,2260,2/17/19 5:50,,41,34,0.76,S,8,0,30.01,0,Fair
,2260.5,2/17/19 6:05,,,,,,,,,,
,2261,2/17/19 6:20,,41,34,0.76,S,9,0,30.01,0,Fair
,2261.5,2/17/19 6:35,,,,,,,,,,
,2262,2/17/19 6:50,,43,34,0.7,S,9,0,30.01,0,Fair
,2262.5,2/17/19 7:05,,,,,,,,,,
,2263,2/17/19 7:20,,43,34,0.7,S,10,0,30.01,0,Fair
,2263.5,2/17/19 7:35,,,,,,,,,,
,2264,2/17/19 7:50,,43,34,0.7,S,9,0,30.01,0,Fair
,2264.5,2/17/19 8:05,,,,,,,,,,
,2265,2/17/19 8:20,,45,34,0.66,S,9,0,30.01,0,Fair
,2265.5,2/17/19 8:35,,,,,,,,,,
,2266,2/17/19 8:50,,43,34,0.7,S,9,0,30.01,0,Fair
,2266.5,2/17/19 9:05,,,,,,,,,,
,2267,2/17/19 9:20,,45,36,0.71,S,9,0,29.98,0,Fair
,2267.5,2/17/19 9:35,,,,,,,,,,
,2268,2/17/19 9:50,,45,36,0.71,S,9,0,30.01,0,Fair
,2268.5,2/17/19 10:05,,,,,,,,,,
,2269,2/17/19 10:20,,46,36,0.66,SSE,8,0,29.98,0,Fair
,2269.5,2/17/19 10:35,,,,,,,,,,
,2270,2/17/19 10:50,,48,36,0.62,S,8,0,29.98,0,Fair
,2270.5,2/17/19 11:05,,,,,,,,,,
,2271,2/17/19 11:20,,52,36,0.54,S,7,0,29.98,0,Fair
,2271.5,2/17/19 11:35,,,,,,,,,,
,2272,2/17/19 11:50,,54,36,0.51,S,8,0,29.98,0,Fair
,2272.5,2/17/19 12:05,,,,,,,,,,
,2273,2/17/19 12:20,,57,37,0.48,S,7,0,29.98,0,Fair
,2273.5,2/17/19 12:35,,,,,,,,,,
,2274,2/17/19 12:50,,59,36,0.42,S,9,0,29.98,0,Fair
,2274.5,2/17/19 13:05,,,,,,,,,,
,2275,2/17/19 13:20,,61,36,0.39,S,7,0,29.95,0,Fair
,2275.5,2/17/19 13:35,,,,,,,,,,
,2276,2/17/19 13:50,,61,32,0.34,S,14,0,29.95,0,Fair
,2276.5,2/17/19 14:05,,,,,,,,,,
,2277,2/17/19 14:20,,61,36,0.39,S,12,0,29.95,0,Fair
,2277.5,2/17/19 14:35,,,,,,,,,,
,2278,2/17/19 14:50,,61,36,0.39,SSW,10,0,29.95,0,Fair
,2278.5,2/17/19 15:05,,,,,,,,,,
,2279,2/17/19 15:20,,61,36,0.39,S,10,0,29.95,0,Fair
,2279.5,2/17/19 15:35,,,,,,,,,,
,2280,2/17/19 15:50,,59,32,0.36,S,15,0,29.92,0,Fair
,2280.5,2/17/19 16:05,,,,,,,,,,
,2281,2/17/19 16:20,,59,34,0.39,S,12,0,29.92,0,Fair
,2281.5,2/17/19 16:35,,,,,,,,,,
,2282,2/17/19 16:50,,59,34,0.39,S,10,0,29.92,0,Fair
,2282.5,2/17/19 17:05,,,,,,,,,,
,2283,2/17/19 17:20,,55,34,0.44,S,8,0,29.92,0,Fair
,2283.5,2/17/19 17:35,,,,,,,,,,
,2284,2/17/19 17:50,,55,34,0.44,SSW,10,0,29.92,0,Fair
,2284.5,2/17/19 18:05,,,,,,,,,,
,2285,2/17/19 18:20,,52,34,0.5,S,8,0,29.95,0,Fair
,2285.5,2/17/19 18:35,,,,,,,,,,
,2286,2/17/19 18:50,,54,32,0.44,S,9,0,29.95,0,Fair
,2286.5,2/17/19 19:05,,,,,,,,,,
,2287,2/17/19 19:20,,52,34,0.5,S,7,0,29.95,0,Fair
,2287.5,2/17/19 19:35,,,,,,,,,,
,2288,2/17/19 19:50,,50,34,0.54,S,8,0,29.95,0,Fair
,2288.5,2/17/19 20:05,,,,,,,,,,
,2289,2/17/19 20:20,,50,34,0.54,S,10,0,29.95,0,Fair
,2289.5,2/17/19 20:35,,,,,,,,,,
,2290,2/17/19 20:50,,50,34,0.54,S,10,0,29.95,0,Fair
,2290.5,2/17/19 21:05,,,,,,,,,,
,2291,2/17/19 21:20,,50,34,0.54,S,9,0,29.95,0,Fair
,2291.5,2/17/19 21:35,,,,,,,,,,
,2292,2/17/19 21:50,,50,34,0.54,S,9,0,29.95,0,Fair
,2292.5,2/17/19 22:05,,,,,,,,,,
,2293,2/17/19 22:20,,48,34,0.57,S,8,0,29.95,0,Fair
,2293.5,2/17/19 22:35,,,,,,,,,,
,2294,2/17/19 22:50,,48,34,0.57,S,10,0,29.95,0,Fair
,2294.5,2/17/19 23:05,,,,,,,,,,
,2295,2/17/19 23:20,,46,34,0.62,S,10,0,29.95,0,Fair
,2295.5,2/17/19 23:35,,,,,,,,,,
,2296,2/17/19 23:50,,45,34,0.66,S,8,0,29.95,0,Fair
,2296.5,2/18/19 0:05,,,,,,,,,,
,2297,2/18/19 0:20,,46,34,0.62,S,8,0,29.95,0,Fair
,2297.5,2/18/19 0:35,,,,,,,,,,
,2298,2/18/19 0:50,,45,34,0.66,S,7,0,29.95,0,Fair
,2298.5,2/18/19 1:05,,,,,,,,,,
,2299,2/18/19 1:20,,45,32,0.61,S,8,0,29.95,0,Fair
,2299.5,2/18/19 1:35,,,,,,,,,,
,2300,2/18/19 1:50,,45,32,0.61,S,8,0,29.95,0,Fair
,2300.5,2/18/19 2:05,,,,,,,,,,
,2301,2/18/19 2:20,,45,32,0.61,S,7,0,29.95,0,Fair
,2301.5,2/18/19 2:35,,,,,,,,,,
,2302,2/18/19 2:50,,45,32,0.61,S,8,0,29.95,0,Fair
,2302.5,2/18/19 3:05,,,,,,,,,,
,2303,2/18/19 3:20,,43,32,0.66,S,7,0,29.95,0,Fair
,2303.5,2/18/19 3:35,,,,,,,,,,
,2304,2/18/19 3:50,,43,32,0.66,S,8,0,29.92,0,Fair
,2304.5,2/18/19 4:05,,,,,,,,,,
,2305,2/18/19 4:20,,43,32,0.66,S,9,0,29.92,0,Fair
,2305.5,2/18/19 4:35,,,,,,,,,,
,2306,2/18/19 4:50,,41,32,0.7,S,9,0,29.92,0,Fair
,2306.5,2/18/19 5:05,,,,,,,,,,
,2307,2/18/19 5:20,,43,30,0.61,S,9,0,29.92,0,Fair
,2307.5,2/18/19 5:35,,,,,,,,,,
,2308,2/18/19 5:50,,43,30,0.61,S,8,0,29.92,0,Fair
,2308.5,2/18/19 6:05,,,,,,,,,,
,2309,2/18/19 6:20,,41,32,0.7,S,9,0,29.92,0,Fair
,2309.5,2/18/19 6:35,,,,,,,,,,
,2310,2/18/19 6:50,,41,32,0.7,S,8,0,29.92,0,Fair
,2310.5,2/18/19 7:05,,,,,,,,,,
,2311,2/18/19 7:20,,41,32,0.7,S,8,0,29.92,0,Fair
,2311.5,2/18/19 7:35,,,,,,,,,,
,2312,2/18/19 7:50,,41,32,0.7,S,8,0,29.92,0,Fair
,2312.5,2/18/19 8:05,,,,,,,,,,
,2313,2/18/19 8:20,,43,32,0.66,S,10,0,29.92,0,Fair
,2313.5,2/18/19 8:35,,,,,,,,,,
